POLICY_NUMBER,CUSTOMER_ID,AGENT_ID,INSURANCE_TYPE,POLICY_EFF_DT,PREMIUM_AMOUNT,RISK_SEGMENTATION,CLAIM_STATUS,STATE,IS_FRAUD
POL001926,CUST01926,AGT0100,Home,2021-03-20,953,High,Approved,NC,1
POL001927,CUST01927,AGT0032,Home,2023-01-20,3844,Medium,Approved,TX,0
POL001928,CUST01928,AGT0063,Health,2021-05-22,3164,Low,Rejected,NC,0
POL001929,CUST01929,AGT0194,Life,2019-05-24,1008,Medium,Rejected,MI,1
POL001930,CUST01930,AGT0139,Auto,2016-06-12,1657,Medium,Rejected,IL,0
POL001931,CUST01931,AGT0045,Travel,2016-04-14,4671,Low,Rejected,GA,0
POL001932,CUST01932,AGT0049,Home,2022-04-29,2943,Medium,Approved,NC,0
POL001933,CUST01933,AGT0015,Health,2021-02-04,2023,Low,Approved,MI,0
POL001934,CUST01934,AGT0155,Home,2019-08-04,1942,Low,Rejected,OH,0
POL001935,CUST01935,AGT0028,Travel,2020-03-11,4270,High,Under Investigation,FL,0
POL001936,CUST01936,AGT0058,Auto,2022-08-20,1775,Low,Rejected,FL,1
POL001937,CUST01937,AGT0070,Home,2022-04-28,1215,Low,Under Investigation,NY,0
POL001938,CUST01938,AGT0125,Home,2015-10-14,3082,Low,Under Investigation,CA,0
POL001939,CUST01939,AGT0122,Travel,2018-07-22,4966,Medium,Approved,GA,0
POL001940,CUST01940,AGT0160,Home,2015-05-21,1324,Medium,Rejected,NY,1
POL001941,CUST01941,AGT0060,Life,2018-06-18,1648,High,Approved,NC,0
POL001942,CUST01942,AGT0078,Life,2020-09-24,2611,Low,Approved,CA,0
POL001943,CUST01943,AGT0078,Travel,2016-11-15,1399,Medium,Approved,NY,0
POL001944,CUST01944,AGT0010,Health,2016-05-07,3428,Medium,Approved,NY,0
POL001945,CUST01945,AGT0148,Life,2019-06-02,1641,Low,Approved,CA,0
POL001946,CUST01946,AGT0108,Health,2019-09-21,1076,Low,Rejected,MI,0
POL001947,CUST01947,AGT0096,Travel,2021-06-04,1675,Medium,Approved,OH,0
POL001948,CUST01948,AGT0200,Travel,2015-02-16,4687,Low,Approved,MI,0
POL001949,CUST01949,AGT0036,Health,2017-03-25,4707,Medium,Approved,MI,1
POL001950,CUST01950,AGT0194,Home,2022-01-06,2775,Medium,Approved,CA,0
POL001951,CUST01951,AGT0137,Travel,2021-02-18,2302,Low,Under Investigation,MI,0
POL001952,CUST01952,AGT0045,Auto,2023-02-03,4187,High,Approved,CA,1
POL001953,CUST01953,AGT0136,Life,2022-05-01,1374,Medium,Approved,MI,0
POL001954,CUST01954,AGT0152,Travel,2022-07-19,3442,Low,Under Investigation,GA,0
POL001955,CUST01955,AGT0073,Travel,2019-08-05,3560,Medium,Rejected,MI,0
POL001956,CUST01956,AGT0069,Auto,2023-08-16,3695,Low,Rejected,IL,0
POL001957,CUST01957,AGT0168,Life,2018-09-28,1480,Medium,Rejected,TX,0
POL001958,CUST01958,AGT0033,Life,2023-02-15,3722,Low,Approved,TX,1
POL001959,CUST01959,AGT0003,Auto,2018-07-11,3253,Low,Rejected,TX,0
POL001960,CUST01960,AGT0134,Life,2018-12-30,4437,Low,Approved,MI,0
POL001961,CUST01961,AGT0182,Life,2021-03-03,1284,Low,Approved,OH,0
POL001962,CUST01962,AGT0101,Travel,2018-08-01,3261,Low,Approved,FL,0
POL001963,CUST01963,AGT0027,Auto,2016-04-28,4233,Low,Rejected,TX,0
POL001964,CUST01964,AGT0108,Travel,2023-01-23,1751,High,Approved,CA,0
POL001965,CUST01965,AGT0051,Home,2019-01-28,3847,Low,Approved,FL,0
POL001966,CUST01966,AGT0166,Health,2023-05-04,947,Low,Approved,NC,1
POL001967,CUST01967,AGT0123,Health,2018-08-04,3731,Low,Rejected,MI,0
POL001968,CUST01968,AGT0068,Life,2023-10-02,3228,Medium,Approved,GA,0
POL001969,CUST01969,AGT0125,Travel,2020-06-04,1366,Low,Approved,WA,0
POL001970,CUST01970,AGT0134,Health,2021-11-29,798,Medium,Approved,NY,0
POL001971,CUST01971,AGT0136,Travel,2021-10-18,3854,Medium,Rejected,NY,0
POL001972,CUST01972,AGT0074,Life,2016-10-25,1585,Low,Approved,GA,0
POL001973,CUST01973,AGT0115,Auto,2022-05-03,2738,High,Under Investigation,TX,0
POL001974,CUST01974,AGT0009,Home,2023-07-03,773,Low,Approved,WA,0
POL001975,CUST01975,AGT0081,Travel,2020-12-12,4835,Medium,Approved,NC,0
POL001976,CUST01976,AGT0076,Auto,2023-07-10,2969,Low,Approved,CA,0
POL001977,CUST01977,AGT0107,Auto,2022-08-12,4692,Medium,Approved,TX,0
POL001978,CUST01978,AGT0191,Auto,2020-12-28,1221,Medium,Approved,GA,0
POL001979,CUST01979,AGT0191,Home,2019-04-18,1426,Low,Approved,NC,0
POL001980,CUST01980,AGT0097,Auto,2022-09-18,3246,Low,Under Investigation,FL,0
POL001981,CUST01981,AGT0130,Travel,2016-09-01,3220,Low,Approved,NC,0
POL001982,CUST01982,AGT0022,Auto,2020-01-19,4058,Low,Approved,IL,0
POL001983,CUST01983,AGT0097,Auto,2022-05-04,4676,High,Approved,GA,0
POL001984,CUST01984,AGT0138,Health,2023-06-30,4198,Medium,Approved,IL,0
POL001985,CUST01985,AGT0137,Life,2017-05-27,1130,Medium,Approved,IL,0
POL001986,CUST01986,AGT0193,Travel,2015-11-05,1892,High,Approved,NY,0
POL001987,CUST01987,AGT0094,Health,2017-12-31,4612,Medium,Approved,TX,0
POL001988,CUST01988,AGT0182,Home,2022-10-09,2970,Medium,Approved,TX,0
POL001989,CUST01989,AGT0196,Life,2019-09-18,4401,Low,Under Investigation,TX,0
POL001990,CUST01990,AGT0115,Life,2015-07-02,3033,Low,Rejected,MI,0
POL001991,CUST01991,AGT0019,Auto,2016-01-28,723,Low,Under Investigation,IL,1
POL001992,CUST01992,AGT0076,Travel,2018-01-19,2627,Low,Approved,NY,0
POL001993,CUST01993,AGT0153,Travel,2018-01-31,4210,Low,Under Investigation,MI,0
POL001994,CUST01994,AGT0117,Life,2016-03-20,3448,Low,Approved,MI,1
POL001995,CUST01995,AGT0188,Home,2019-06-12,1097,Low,Approved,FL,0
POL001996,CUST01996,AGT0164,Health,2019-04-24,1445,Low,Rejected,NY,0
POL001997,CUST01997,AGT0013,Travel,2016-10-16,4344,Low,Approved,IL,0
POL001998,CUST01998,AGT0173,Travel,2017-02-02,4906,Low,Approved,MI,0
POL001999,CUST01999,AGT0072,Home,2020-12-23,3888,Low,Rejected,GA,0
POL002000,CUST02000,AGT0164,Life,2023-07-26,941,Low,Rejected,OH,0
